party_key,wire_date,sens,amount,beneficiary,originator,beneficiary_country,originator_country,sign,transaction_type,transaction_type_desc,account_type_desc
305837,20MAY2026,5604524-3100009,8398.3,Global Holdings,Inter Consulting,UK,UK,+,SIC:DDI,Depot Especes,Association
901280,27JUN2026,5856117-6504979,1125.51,Pacific LLC,Pacific Global,UK,MX,+,SIC:VMW,Transfert Internet,Entreprise
116495,09APR2025,9929043-7901115,10048.42,Euro LLC,Asian Worldwide,AE,CA,-,SIC:VMW,Transfert Internet,Association
422623,05JUN2025,1447065-8962302,21501.67,Trans Corporation,Asian Capital,BR,UK,+,SIC:VMW,Transfert Internet,Particulier
116078,20OCT2021,4188068-2968239,314.97,Global Holdings,Euro Finance,MX,DE,-,SIC:VMW,Transfert Internet,Entreprise
986088,08SEP2022,2672884-9823994,2265.93,United Limited,Atlantic Finance,DE,FR,-,SIC:VMW,Transfert Internet,Trust
326895,05AUG2024,9123504-5638893,35467.78,Asian Group,Trans International,CH,DE,-,SIC:VMW,Transfert Internet,Particulier
351083,21APR2026,5041154-2321324,817.88,Jones S,Wang L,CH,UK,+,SIC:VMW,Transfert Internet,Association
565504,22FEB2025,2289923-3310140,15287.32,Trans Limited,Trans Consulting,CH,RU,+,SIC:VMW,Transfert Internet,Joint
989227,09FEB2022,8628891-2538024,2105.89,Rodriguez J,Brown S,DE,CH,+,SIC:VMW,Transfert Internet,Particulier
640659,24MAY2022,5667852-7191986,2824.76,Brown J,Williams S,FR,FR,+,SIC:VMW,Transfert Internet,Association
766563,23AUG2022,7120868-3728882,1632.27,Smith M,Martinez J,RU,FR,+,SIC:DDI,Depot Especes,Particulier
186702,22APR2021,8279795-6557798,1747.03,Atlantic Investments,Euro International,CH,US,+,SIC:DDI,Depot Especes,Association
677390,04AUG2025,6663388-5317226,9707.99,Atlantic Limited,American Management,DE,MX,+,SIC:VMW,Transfert Internet,Trust
145814,30NOV2024,7111929-4985095,9590.03,Pacific Limited,Euro Finance,FR,CH,+,SIC:VMW,Transfert Internet,Entreprise
297303,23JUL2025,4640933-9042900,897.57,Atlantic Enterprises,American International,US,AE,-,SIC:DDI,Depot Especes,Joint
925013,05JUL2021,5086407-3112652,1853.85,Kim E,Smith E,BR,DE,-,SIC:VMW,Transfert Internet,Association
946305,04JUN2024,9874152-1131249,686.43,Johnson L,Kim F,RU,CH,+,SIC:VMW,Transfert Internet,Particulier
851742,03JAN2023,9201172-2525747,118342.35,Euro Inc,United Global,FR,DE,-,SIC:VMW,Transfert Internet,Trust
703656,18APR2023,7516648-6952633,2409.93,Miller J,Kim R,MX,MX,+,SIC:DDI,Depot Especes,Entreprise
351083,22NOV2025,5041154-2321324,5354.85,Euro Enterprises,Atlantic Global,RU,CN,+,SIC:DDI,Depot Especes,Association
381981,08APR2026,5503118-9273246,1129.39,Trans Holdings,Atlantic Exchange,CH,MX,-,SIC:VMW,Transfert Internet,Joint
597635,27AUG2024,6867997-6775539,828.41,Asian LLC,Inter Finance,CN,CA,+,SIC:VMW,Transfert Internet,Particulier
423528,12FEB2026,1388833-2510773,7781.22,Canadian Holdings,Inter International,CN,BR,+,SIC:VMW,Transfert Internet,Entreprise
427040,15JUL2021,8639213-4470657,4353.99,Martinez M,Davis F,US,JP,-,SIC:VMW,Transfert Internet,Particulier
361805,30APR2024,6403886-5153279,4875.71,Euro Investments,Euro Capital,JP,RU,-,SIC:VMW,Transfert Internet,Trust
208998,19DEC2024,9888812-4995789,4836.31,American Limited,Euro Exchange,CA,MX,+,SIC:VMW,Transfert Internet,Entreprise
344068,24APR2024,2679975-5158351,5468.97,Singh J,Rodriguez C,JP,CA,+,SIC:VMW,Transfert Internet,Entreprise
947458,24JAN2021,9111742-8799287,3164.64,Asian Trading,Global Consulting,DE,RU,+,SIC:VMW,Transfert Internet,Joint
923975,12NOV2021,6347476-7984768,4449.46,Atlantic Inc,Pacific International,BR,BR,+,SIC:VMW,Transfert Internet,Entreprise
629990,18MAY2025,9304216-7864135,9532.93,Euro Group,Asian Consulting,AE,CH,-,SIC:VMW,Transfert Internet,Trust
458411,30JUL2021,7299138-3699529,7880.77,Pacific Group,American Capital,DE,CN,+,SIC:DDI,Depot Especes,Joint
862120,11SEP2023,8297090-5606274,596.44,Euro Inc,American Consulting,US,JP,-,SIC:VMW,Transfert Internet,Particulier
313446,22NOV2022,3198037-5832327,19763.44,Johnson R,Jones E,AE,CH,+,SIC:VMW,Transfert Internet,Particulier
408857,08AUG2025,9058573-4349987,2473.63,Brown C,Johnson J,RU,UK,+,SIC:VMW,Transfert Internet,Joint
359295,19APR2024,1341919-3556551,1780.84,Global Trading,Atlantic Consulting,CH,UK,-,SIC:VMW,Transfert Internet,Association
753898,06MAY2022,2716512-1123271,5520.09,Kim M,Davis C,MX,MX,+,SIC:VMW,Transfert Internet,Association
908320,09AUG2021,9833734-1633297,5623.39,Euro Investments,Atlantic Finance,CA,US,-,SIC:VMW,Transfert Internet,Association
228594,21OCT2021,2242387-8584017,6162.16,Atlantic Corporation,Atlantic Services,CH,DE,+,SIC:VMW,Transfert Internet,Particulier
309267,22APR2024,8722606-6866294,25385.25,Global Group,Canadian Consulting,RU,CN,-,SIC:VMW,Transfert Internet,Entreprise
656711,15JUL2024,8138769-6549757,3895.24,Asian Trading,Pacific Solutions,UK,DE,+,SIC:VMW,Transfert Internet,Joint
115582,24MAY2022,4991829-6431983,9791.41,Smith J,Smith L,FR,AE,+,SIC:VMW,Transfert Internet,Entreprise
992717,21SEP2022,3920762-7064832,531.78,Global LLC,Pacific Worldwide,MX,CN,+,SIC:VMW,Transfert Internet,Entreprise
323788,05OCT2022,2307594-3226333,3774.42,Euro Trading,American Exchange,US,JP,+,SIC:VMW,Transfert Internet,Particulier
954596,24MAY2024,9468772-8159521,98223.62,Atlantic Trading,Asian Services,FR,FR,-,SIC:VMW,Transfert Internet,Entreprise
274971,26MAY2022,5845843-3353785,9224.23,Smith E,Miller W,US,FR,+,SIC:DDI,Depot Especes,Association
140804,06JAN2023,6587495-8948107,13348.4,Canadian Holdings,Pacific Worldwide,FR,JP,-,SIC:DDI,Depot Especes,Joint
251195,12DEC2025,7682298-2290796,708.02,Euro Inc,Euro International,FR,UK,-,SIC:DDI,Depot Especes,Association
383060,31MAR2024,4684531-6440561,3137.53,Pacific Corporation,Asian Exchange,UK,CN,+,SIC:VMW,Transfert Internet,Entreprise
405605,18JUN2021,9237735-5067204,1686.18,Canadian Limited,American Finance,FR,FR,+,SIC:VMW,Transfert Internet,Joint
713762,24JUN2025,9249789-2530793,55112.88,Williams D,Rodriguez J,US,UK,-,SIC:VMW,Transfert Internet,Joint
753898,13NOV2025,2716512-1123271,6282.15,Asian Investments,Pacific Services,RU,CN,+,SIC:DDI,Depot Especes,Association
288073,17FEB2023,6573147-7907400,2563.87,Singh J,Jones C,MX,AE,+,SIC:DDI,Depot Especes,Joint
923975,17APR2023,6347476-7984768,9085.18,Inter Partners,Canadian Worldwide,AE,FR,-,SIC:DDI,Depot Especes,Entreprise
831063,10FEB2025,5450404-5723173,6353.2,Wang M,Martinez M,CN,JP,-,SIC:DDI,Depot Especes,Trust
373668,04FEB2024,6284972-7592651,3200.54,Inter Holdings,United Finance,US,JP,+,SIC:VMW,Transfert Internet,Joint
863934,31JUL2021,6262632-8321474,20675.39,Ali J,Wang J,CH,US,+,SIC:DDI,Depot Especes,Trust
337547,28NOV2024,3599548-2294615,1168.44,Inter LLC,Canadian International,JP,CH,+,SIC:VMW,Transfert Internet,Association
196446,28APR2023,6562484-3055673,9744.1,Singh R,Davis J,RU,JP,+,SIC:DDI,Depot Especes,Entreprise
858414,11MAR2022,7642917-5269083,1775.69,Pacific Limited,Euro Finance,FR,RU,+,SIC:VMW,Transfert Internet,Association
660069,02NOV2022,7610562-1454696,8906.09,Pacific Holdings,Asian Finance,RU,DE,+,SIC:VMW,Transfert Internet,Trust
326895,12JUN2022,9123504-5638893,725.77,American LLC,Global Exchange,US,BR,-,SIC:VMW,Transfert Internet,Particulier
348728,13APR2022,7022335-5963914,4079.33,Martinez D,Johnson M,DE,US,-,SIC:VMW,Transfert Internet,Joint
838253,08JAN2021,5854206-5485272,455.18,Trans Inc,Asian Services,MX,JP,+,SIC:VMW,Transfert Internet,Entreprise
494763,03APR2021,6850369-8700708,41146.55,Euro Enterprises,Inter International,AE,CN,+,SIC:DDI,Depot Especes,Association
890170,10AUG2024,4965789-3790237,30695.76,Inter Trading,Atlantic Capital,DE,CA,+,SIC:VMW,Transfert Internet,Trust
744481,05MAY2021,4676367-3240912,12293.84,American Inc,Asian Exchange,MX,MX,+,SIC:VMW,Transfert Internet,Trust
220944,09APR2024,3995870-5453786,56840.51,American Corporation,American Worldwide,UK,CN,+,SIC:DDI,Depot Especes,Joint
999138,13JUL2025,8035849-4766741,1525.0,Davis C,Davis J,UK,MX,-,SIC:VMW,Transfert Internet,Joint
910620,11SEP2023,2338687-4905582,1035.42,Martinez S,Singh S,RU,JP,-,SIC:DDI,Depot Especes,Trust
487477,30JUL2021,3646552-8351517,1041.29,Davis J,Martinez W,CA,DE,-,SIC:DDI,Depot Especes,Association
575682,14JUN2024,3640889-7208460,9920.99,Pacific Investments,Atlantic Services,DE,UK,-,SIC:VMW,Transfert Internet,Particulier
402692,20APR2022,8672579-9309978,1550.37,Jones M,Martinez W,CH,CH,+,SIC:DDI,Depot Especes,Joint
209627,09APR2026,7978909-2440404,3214.18,Inter LLC,Global Capital,CA,CA,-,SIC:VMW,Transfert Internet,Joint
207391,29SEP2022,5152891-5994727,25299.04,Martinez M,Miller M,BR,CN,+,SIC:VMW,Transfert Internet,Joint
355021,08JAN2025,4789255-6032739,782.38,Davis M,Ali M,UK,AE,+,SIC:DDI,Depot Especes,Particulier
618392,14NOV2025,5093379-3475836,10402.21,Trans Corporation,American Management,UK,BR,-,SIC:VMW,Transfert Internet,Trust
891062,20JUL2025,8944327-5042775,1798.44,American Inc,Atlantic Capital,RU,MX,-,SIC:VMW,Transfert Internet,Trust
795928,21JUL2025,3551903-9310235,1447.06,Inter Corporation,Inter Capital,US,RU,+,SIC:VMW,Transfert Internet,Particulier
228594,21FEB2026,2242387-8584017,2503.3,Global Inc,Global Services,RU,UK,+,SIC:VMW,Transfert Internet,Particulier
339220,16AUG2025,7298619-8245206,1944.84,Johnson W,Johnson R,BR,AE,+,SIC:VMW,Transfert Internet,Particulier
659024,15FEB2024,6943949-5435261,1584.95,Garcia C,Jones R,AE,JP,+,SIC:VMW,Transfert Internet,Joint
840734,21NOV2024,2077581-7960328,3815.67,Pacific Limited,Atlantic Management,AE,BR,+,SIC:DDI,Depot Especes,Trust
867926,01MAY2022,9173859-6323132,643.0,Inter Partners,Euro Solutions,FR,CH,-,SIC:VMW,Transfert Internet,Entreprise
665158,21OCT2022,8187926-7700828,6474.87,Wang J,Garcia J,CA,CA,-,SIC:VMW,Transfert Internet,Association
925013,08APR2021,5086407-3112652,5066.5,Singh F,Johnson M,CH,CN,-,SIC:VMW,Transfert Internet,Association
802685,31MAY2021,3698193-6533187,732.24,Davis S,Rodriguez D,BR,AE,-,SIC:DDI,Depot Especes,Trust
734210,06JUL2024,6752576-4415796,8663.22,Inter Enterprises,Global International,FR,MX,-,SIC:VMW,Transfert Internet,Association
422623,13APR2025,1447065-8962302,21972.99,Wang R,Ali L,MX,BR,-,SIC:DDI,Depot Especes,Particulier
659024,06AUG2025,6943949-5435261,3314.09,Trans Enterprises,United Worldwide,JP,US,+,SIC:VMW,Transfert Internet,Joint
263137,08OCT2023,1834876-2368710,5005.81,Davis M,Brown M,CH,CH,-,SIC:DDI,Depot Especes,Trust
463656,23JAN2025,3816683-2488575,17686.75,Williams J,Singh J,CA,CN,-,SIC:DDI,Depot Especes,Trust
185916,12MAR2022,2937918-6173311,1792.4,Euro Corporation,Inter Management,MX,BR,+,SIC:VMW,Transfert Internet,Joint
617033,02APR2022,6892681-7297287,2905.91,Euro Corporation,Inter Solutions,UK,CH,-,SIC:VMW,Transfert Internet,Entreprise
293757,12FEB2026,9010350-6429135,1119.92,Euro LLC,Euro Finance,UK,AE,+,SIC:VMW,Transfert Internet,Entreprise
786385,25SEP2024,5200835-2382787,1043.24,United Trading,Atlantic Global,MX,CN,-,SIC:VMW,Transfert Internet,Particulier
116078,06JUL2025,4188068-2968239,1846.76,Euro Group,United Management,AE,AE,-,SIC:VMW,Transfert Internet,Entreprise
398384,19OCT2022,9796605-9286475,11514.36,Trans Limited,Trans Exchange,DE,MX,+,SIC:VMW,Transfert Internet,Joint
111060,01DEC2023,5340909-4724560,1637.9,Singh W,Wang R,CN,JP,-,SIC:DDI,Depot Especes,Trust
115582,19AUG2021,4991829-6431983,1623.87,Johnson D,Singh S,CA,AE,+,SIC:VMW,Transfert Internet,Entreprise
703727,19DEC2024,7785090-8007741,1885.78,Asian LLC,Inter Services,MX,MX,+,SIC:VMW,Transfert Internet,Joint
355021,19MAY2025,4789255-6032739,285.45,Miller W,Williams C,AE,CA,+,SIC:VMW,Transfert Internet,Particulier
837135,17DEC2021,2194198-4916201,27306.38,Trans Holdings,Pacific Solutions,US,CN,-,SIC:VMW,Transfert Internet,Trust
640659,31DEC2021,5667852-7191986,5299.84,Miller W,Smith S,DE,US,+,SIC:VMW,Transfert Internet,Association
560959,01JAN2024,9124385-8792046,882.35,Atlantic Limited,Canadian Exchange,UK,BR,-,SIC:VMW,Transfert Internet,Joint
631219,21JUL2023,9406206-7969792,12684.61,Brown L,Ali E,CH,CH,-,SIC:DDI,Depot Especes,Association
705393,18MAY2021,4136665-7136988,3569.83,Williams D,Kim M,US,RU,+,SIC:VMW,Transfert Internet,Joint
310418,14OCT2024,6098752-5069884,411.14,Asian Holdings,United Consulting,CN,MX,+,SIC:DDI,Depot Especes,Entreprise
573869,06AUG2023,8773665-5446095,3523.15,Trans Limited,American Finance,UK,CA,-,SIC:VMW,Transfert Internet,Joint
265613,19JUN2025,8980915-9010256,9042.92,United Holdings,American Global,DE,MX,-,SIC:VMW,Transfert Internet,Joint
894993,18FEB2024,8987516-9234615,2332.97,Trans Investments,Global Management,UK,US,-,SIC:VMW,Transfert Internet,Joint
630538,17DEC2021,6724909-1212267,1255.49,Euro Limited,Pacific Consulting,RU,FR,+,SIC:VMW,Transfert Internet,Particulier
647945,13JAN2021,8039616-2887752,6882.35,Asian Holdings,American Finance,MX,US,+,SIC:VMW,Transfert Internet,Particulier
251716,13JUN2023,5205279-3927575,3166.82,Canadian Inc,United Solutions,BR,BR,+,SIC:VMW,Transfert Internet,Entreprise
580728,01NOV2022,2424426-2603516,4106.56,Global Holdings,Atlantic Worldwide,DE,BR,+,SIC:VMW,Transfert Internet,Particulier
228594,06JAN2024,2242387-8584017,1682.7,Williams R,Williams S,CN,CA,-,SIC:VMW,Transfert Internet,Particulier
975194,14JUL2023,7528964-6565503,939.3,Global Trading,American Capital,MX,DE,+,SIC:DDI,Depot Especes,Particulier
909676,29OCT2024,5955645-5134741,9039.74,Jones S,Davis E,CN,AE,-,SIC:VMW,Transfert Internet,Entreprise
249077,16OCT2021,5508325-7949543,11251.17,Canadian Investments,Euro Solutions,CN,AE,+,SIC:VMW,Transfert Internet,Trust
543555,28FEB2023,9164991-3597059,6303.38,Pacific Holdings,United Capital,DE,DE,-,SIC:VMW,Transfert Internet,Association
813449,11MAY2021,2993318-3158613,4065.49,Euro Inc,Pacific Exchange,JP,DE,+,SIC:VMW,Transfert Internet,Association
502349,17AUG2022,4116429-9164971,11678.63,Global Investments,Atlantic Worldwide,AE,CN,+,SIC:VMW,Transfert Internet,Association
720647,27AUG2025,2044933-8297801,1617.02,Canadian Trading,Pacific Worldwide,CA,MX,+,SIC:VMW,Transfert Internet,Joint
736553,01JUN2024,6910964-4674286,7448.78,Canadian Inc,Inter Capital,BR,CH,+,SIC:DDI,Depot Especes,Entreprise
405420,01FEB2023,1026245-6919270,4808.67,Trans Trading,American International,UK,RU,+,SIC:DDI,Depot Especes,Particulier
561124,18AUG2024,8867190-8419020,5604.99,Atlantic Corporation,Global Finance,CH,BR,+,SIC:VMW,Transfert Internet,Association
501451,17NOV2025,1543335-3574265,1927.33,Global Investments,Inter Worldwide,CH,CH,-,SIC:DDI,Depot Especes,Joint
734565,03NOV2023,7655572-6475691,698.26,Davis M,Kim J,CA,UK,-,SIC:VMW,Transfert Internet,Trust
567429,17JUN2021,5417373-8377620,1068.15,Jones J,Martinez J,CH,JP,-,SIC:VMW,Transfert Internet,Association
679364,29DEC2025,8210624-3138181,6667.65,Canadian LLC,Inter Consulting,DE,FR,+,SIC:DDI,Depot Especes,Joint
829988,30DEC2021,3303058-2832517,6804.77,Garcia W,Garcia W,CH,AE,-,SIC:VMW,Transfert Internet,Entreprise
669408,05DEC2025,1552000-4009069,8410.0,Atlantic Group,Euro Management,AE,US,+,SIC:VMW,Transfert Internet,Association
745239,07AUG2021,2329187-1318832,1786.22,Martinez C,Rodriguez S,CH,RU,+,SIC:VMW,Transfert Internet,Association
320281,23APR2023,5186414-2724590,2780.9,Pacific Limited,Inter Worldwide,AE,CH,-,SIC:VMW,Transfert Internet,Association
328552,05JUN2026,5299055-7189034,2937.61,Global Investments,Atlantic Global,UK,CN,+,SIC:DDI,Depot Especes,Entreprise
396635,22DEC2024,7858012-6676858,10726.49,Smith J,Rodriguez S,BR,US,+,SIC:VMW,Transfert Internet,Particulier
492292,23SEP2021,8768911-9396422,7302.19,Rodriguez L,Martinez W,RU,DE,+,SIC:VMW,Transfert Internet,Trust
194511,10MAR2023,6481437-7970985,1212.02,Kim S,Kim F,RU,AE,-,SIC:DDI,Depot Especes,Association
228594,15DEC2025,2242387-8584017,1778.16,Asian Investments,Atlantic Solutions,UK,UK,-,SIC:DDI,Depot Especes,Particulier
468074,02DEC2023,4043480-3403361,3979.31,Rodriguez M,Garcia F,MX,JP,+,SIC:VMW,Transfert Internet,Entreprise
885884,28OCT2025,4971793-3726327,2050.99,Inter Partners,Pacific Capital,BR,UK,-,SIC:VMW,Transfert Internet,Particulier
134677,14APR2021,1848243-7046090,704.79,Martinez J,Wang J,DE,AE,+,SIC:VMW,Transfert Internet,Trust
363615,06APR2024,3024269-4231028,2139.34,Kim M,Ali D,MX,MX,-,SIC:VMW,Transfert Internet,Entreprise
798435,11SEP2024,3946849-3003921,36116.39,Jones J,Ali J,FR,BR,+,SIC:VMW,Transfert Internet,Entreprise
663750,22MAY2023,9487336-5449324,1737.37,Garcia D,Wang S,CH,AE,+,SIC:VMW,Transfert Internet,Entreprise
530749,11AUG2021,7869154-2237331,980.67,Pacific Enterprises,Atlantic Exchange,AE,JP,-,SIC:VMW,Transfert Internet,Trust
560959,05NOV2022,9124385-8792046,3074.29,Ali L,Kim J,AE,CN,+,SIC:VMW,Transfert Internet,Joint
275377,15JAN2023,1517756-4699871,410.98,American Enterprises,Asian Services,JP,US,+,SIC:DDI,Depot Especes,Association
991014,13FEB2023,2221854-8640615,4257.74,United Corporation,Global Management,CA,RU,-,SIC:VMW,Transfert Internet,Trust
461551,27AUG2024,2739191-6578736,195.57,Ali M,Davis R,MX,UK,+,SIC:DDI,Depot Especes,Entreprise
786385,09OCT2022,5200835-2382787,2820.69,Smith M,Rodriguez J,FR,UK,+,SIC:VMW,Transfert Internet,Particulier
530749,08FEB2022,7869154-2237331,1162.79,Pacific Holdings,United Capital,CH,FR,+,SIC:VMW,Transfert Internet,Trust
829988,07MAY2026,3303058-2832517,4811.6,Smith W,Williams S,FR,MX,+,SIC:DDI,Depot Especes,Entreprise
398384,28JUN2025,9796605-9286475,568.97,Asian Enterprises,Atlantic Services,RU,FR,-,SIC:VMW,Transfert Internet,Joint
815707,21JUN2022,1812172-1770794,2447.75,Trans Trading,United Finance,CN,AE,+,SIC:VMW,Transfert Internet,Particulier
422623,06NOV2022,1447065-8962302,11173.69,Atlantic Limited,Atlantic Services,CA,FR,-,SIC:DDI,Depot Especes,Particulier
494763,16MAR2021,6850369-8700708,7440.69,Inter LLC,Pacific Worldwide,DE,CH,+,SIC:DDI,Depot Especes,Association
195563,28FEB2024,7501626-4101792,8053.41,Euro Investments,Trans Worldwide,MX,AE,-,SIC:VMW,Transfert Internet,Entreprise
736553,09JUL2021,6910964-4674286,1009.85,Global Inc,Atlantic International,FR,FR,+,SIC:VMW,Transfert Internet,Entreprise
404309,15NOV2025,8015136-5165284,2697.13,Wang S,Wang W,DE,DE,-,SIC:VMW,Transfert Internet,Association
335552,08MAY2023,4340845-3472189,764.62,Global Corporation,Atlantic Services,AE,CH,+,SIC:DDI,Depot Especes,Association
973074,14APR2021,5970190-4816534,11858.2,Atlantic Inc,Global Management,AE,MX,+,SIC:DDI,Depot Especes,Association
620526,30SEP2022,9774573-9677559,1207.2,Trans LLC,Euro Capital,DE,MX,-,SIC:VMW,Transfert Internet,Entreprise
337547,13AUG2025,3599548-2294615,4056.69,Trans Enterprises,Euro Exchange,FR,CN,+,SIC:VMW,Transfert Internet,Association
276405,27DEC2025,6908535-3839807,298.18,Trans Trading,Global Exchange,MX,CA,+,SIC:DDI,Depot Especes,Entreprise
933456,31MAR2023,7417252-7024901,4531.66,Smith R,Wang M,CH,MX,+,SIC:DDI,Depot Especes,Joint
642717,08AUG2021,3030113-5159166,1685.36,Canadian Enterprises,Pacific Finance,AE,RU,-,SIC:VMW,Transfert Internet,Association
595002,05JAN2026,5816582-7859648,8691.37,Trans Investments,American Capital,UK,AE,-,SIC:DDI,Depot Especes,Joint
743966,12FEB2025,3189251-6716988,1397.75,Kim L,Williams L,AE,FR,-,SIC:DDI,Depot Especes,Particulier
685196,18AUG2021,4772642-5993143,9336.84,Inter Trading,Trans Solutions,JP,FR,+,SIC:VMW,Transfert Internet,Trust
486649,16DEC2025,5816353-2287332,1871.98,Asian LLC,Pacific Global,DE,AE,+,SIC:VMW,Transfert Internet,Association
402692,20FEB2024,8672579-9309978,4193.08,Rodriguez M,Singh M,CA,CN,-,SIC:DDI,Depot Especes,Joint
422623,31JAN2022,1447065-8962302,1769.59,Rodriguez F,Kim W,FR,CN,-,SIC:DDI,Depot Especes,Particulier
849747,21JUN2026,2275009-5074336,13311.84,Pacific Corporation,Euro Solutions,FR,BR,+,SIC:VMW,Transfert Internet,Association
448354,09DEC2025,7373495-6528792,5386.25,Canadian Inc,Global Solutions,RU,FR,-,SIC:DDI,Depot Especes,Joint
386488,22NOV2024,7174337-8330827,1278.68,Garcia M,Garcia M,BR,DE,+,SIC:VMW,Transfert Internet,Trust
608136,19AUG2023,5013879-5606980,2046.58,Jones J,Davis J,DE,CN,-,SIC:VMW,Transfert Internet,Entreprise
950083,13OCT2022,6882609-8183451,205.35,Global Inc,Inter Global,AE,RU,-,SIC:VMW,Transfert Internet,Entreprise
397571,06MAY2026,6623525-2566777,2430.95,Trans Inc,American International,FR,CN,-,SIC:VMW,Transfert Internet,Joint
983788,07NOV2024,2647814-4824490,9358.4,Kim M,Singh R,CA,CH,+,SIC:VMW,Transfert Internet,Joint
867926,05FEB2022,9173859-6323132,2062.36,American Inc,Global Services,JP,JP,+,SIC:DDI,Depot Especes,Entreprise
677390,21JAN2021,6663388-5317226,10136.37,Euro Inc,Pacific Management,CH,MX,-,SIC:VMW,Transfert Internet,Trust
699544,11MAY2021,9236745-3576811,3022.35,United Investments,Trans Finance,UK,CH,+,SIC:VMW,Transfert Internet,Particulier
114768,07OCT2024,6655803-5949685,2743.75,Euro Holdings,Inter Exchange,JP,MX,-,SIC:DDI,Depot Especes,Entreprise
515594,19JUN2022,6125594-4928281,5482.76,Global Investments,Asian International,MX,CN,-,SIC:DDI,Depot Especes,Particulier
606404,22SEP2023,7813102-5990112,4003.33,Trans Holdings,Asian Management,CA,RU,-,SIC:DDI,Depot Especes,Entreprise
574751,20AUG2025,4919346-2253047,26498.79,United Inc,American Exchange,CN,RU,+,SIC:VMW,Transfert Internet,Entreprise
401601,02DEC2024,6242022-6899644,1187.49,Miller J,Wang J,CA,AE,+,SIC:VMW,Transfert Internet,Entreprise
722651,09MAR2026,4280754-8681643,9675.61,Inter LLC,American Services,CH,CA,+,SIC:VMW,Transfert Internet,Trust
427730,31OCT2021,6243275-5276341,1095.83,Asian Trading,United Exchange,MX,FR,+,SIC:VMW,Transfert Internet,Particulier
723945,22JUN2024,2421349-6193922,33357.48,Canadian Group,Asian Finance,MX,MX,-,SIC:VMW,Transfert Internet,Entreprise
876962,27OCT2025,1514340-2539438,573.97,Ali L,Miller E,RU,BR,-,SIC:DDI,Depot Especes,Trust
771590,25SEP2022,8250013-7636771,241.65,Garcia M,Miller M,BR,DE,-,SIC:VMW,Transfert Internet,Trust
731894,01OCT2024,8149041-3795835,5063.94,Inter Inc,Pacific Worldwide,RU,DE,+,SIC:DDI,Depot Especes,Particulier
881975,21MAR2021,5506097-7248518,2050.11,Singh M,Ali E,UK,UK,+,SIC:DDI,Depot Especes,Joint
723939,28JUL2023,4946066-7774229,5365.14,Singh S,Ali M,CN,BR,-,SIC:DDI,Depot Especes,Association
618392,19MAR2024,5093379-3475836,7230.54,Davis R,Rodriguez J,CA,JP,-,SIC:DDI,Depot Especes,Trust
458411,17OCT2022,7299138-3699529,15213.27,Singh C,Davis D,CH,JP,-,SIC:VMW,Transfert Internet,Joint
432441,02SEP2022,6851946-5587856,2453.71,American Investments,Pacific Finance,CA,UK,-,SIC:VMW,Transfert Internet,Trust
883826,11MAY2026,4700025-9191131,6586.16,Euro Trading,Pacific International,DE,CH,-,SIC:VMW,Transfert Internet,Particulier
465509,23FEB2021,2459332-8366370,7968.66,Euro Enterprises,Trans Finance,FR,RU,+,SIC:VMW,Transfert Internet,Entreprise
999138,16FEB2025,8035849-4766741,1610.05,Inter Investments,Global Consulting,US,JP,+,SIC:VMW,Transfert Internet,Joint
659951,27MAY2022,6192009-8868776,467.83,American Group,American Services,US,UK,-,SIC:DDI,Depot Especes,Association
923975,01JAN2023,6347476-7984768,2318.3,American Enterprises,Global Management,DE,BR,-,SIC:VMW,Transfert Internet,Entreprise
489933,02APR2026,5509119-2980663,9642.65,Global Trading,Trans Solutions,RU,MX,+,SIC:VMW,Transfert Internet,Trust
494763,24MAR2026,6850369-8700708,80990.53,Atlantic Limited,Pacific Consulting,JP,RU,-,SIC:DDI,Depot Especes,Association
892911,02MAR2026,6005700-8767916,2217.9,Kim L,Williams J,RU,MX,-,SIC:DDI,Depot Especes,Association
743966,07JUN2022,3189251-6716988,26713.59,Asian Corporation,Euro International,RU,US,+,SIC:VMW,Transfert Internet,Particulier
563246,13SEP2023,4585314-9576076,35032.18,Wang M,Singh M,RU,FR,+,SIC:VMW,Transfert Internet,Particulier
385192,19OCT2023,2071594-5411563,18436.14,Pacific Limited,Trans Exchange,RU,CN,-,SIC:VMW,Transfert Internet,Trust
399279,22JUN2024,1992583-2500901,596.16,Canadian LLC,Canadian Consulting,CH,DE,-,SIC:DDI,Depot Especes,Entreprise
766563,24JUL2022,7120868-3728882,2337.32,Asian Corporation,Inter Capital,AE,FR,+,SIC:VMW,Transfert Internet,Particulier
323788,17JAN2025,2307594-3226333,8682.24,Brown R,Smith W,FR,BR,+,SIC:VMW,Transfert Internet,Particulier
973074,18JUL2023,5970190-4816534,248.85,Kim L,Brown D,AE,CA,+,SIC:VMW,Transfert Internet,Association
244283,15AUG2021,5813037-8926478,98.39,American Corporation,Pacific Management,MX,CH,-,SIC:VMW,Transfert Internet,Trust
117500,13APR2023,2133008-1231415,2041.07,Garcia R,Rodriguez C,BR,UK,+,SIC:DDI,Depot Especes,Trust
731894,12NOV2025,8149041-3795835,3650.4,Singh M,Smith M,JP,CA,+,SIC:VMW,Transfert Internet,Particulier
275377,09NOV2025,1517756-4699871,717.55,Euro Holdings,Trans Global,UK,UK,+,SIC:DDI,Depot Especes,Association
