party_key,account_key,account_num,account_open_date,acct_is_active,acct_risk_level,relation,account_type_desc
328552,587623,5299055-7189034,12JUL1987,Y,1,Detenteur,Entreprise
323788,599968,2307594-3226333,18AUG2006,Y,2,Signataire,Particulier
745239,105506,2329187-1318832,25JUN1991,Y,2,Mandataire,Association
302087,232315,1715982-8103052,07JUL1983,N,5,Signataire,Entreprise
659024,458955,6943949-5435261,14MAY2007,Y,3,Mandataire,Joint
185461,711046,3372774-6869018,30NOV1993,N,1,Signataire,Entreprise
489933,233096,5509119-2980663,09AUG2014,N,1,Beneficiaire,Trust
329471,284430,9689889-8793853,02APR1982,Y,1,Detenteur,Trust
662761,108574,2803501-8229768,03JAN1986,N,4,Beneficiaire,Trust
717113,549660,6123430-2010496,07MAY2007,N,1,Detenteur,Entreprise
310418,405759,6098752-5069884,22OCT2000,Y,2,Signataire,Entreprise
240814,377312,2936571-2795765,20APR2013,Y,1,Beneficiaire,Joint
829417,733760,4431161-7654381,26SEP1990,Y,1,Beneficiaire,Trust
858414,122827,7642917-5269083,15AUG2016,Y,1,Mandataire,Association
703656,987624,7516648-6952633,23AUG2017,N,2,Mandataire,Entreprise
668471,772985,1985360-9790328,08JUL1981,N,5,Detenteur,Particulier
871476,668532,2022698-6261415,25JUL1982,Y,2,Signataire,Association
530749,906527,7869154-2237331,15AUG1985,N,4,Detenteur,Trust
618392,519066,5093379-3475836,05JUN2009,Y,1,Detenteur,Trust
992717,265156,3920762-7064832,27OCT2002,Y,1,Mandataire,Entreprise
667851,463251,1160974-6620658,24JAN1980,Y,4,Signataire,Joint
595002,133276,5816582-7859648,27JAN1988,Y,1,Signataire,Joint
786594,609172,8936405-1628569,22SEP1987,Y,5,Mandataire,Association
949153,699425,4158134-6394323,20FEB2007,Y,1,Mandataire,Particulier
468074,106402,4043480-3403361,27MAY2005,Y,2,Detenteur,Entreprise
718213,865470,7442986-6897789,06APR1999,Y,3,Mandataire,Entreprise
405420,550089,1026245-6919270,16OCT1990,Y,1,Mandataire,Particulier
416282,580292,1522621-2020480,26JUN2001,N,3,Signataire,Particulier
465509,956401,2459332-8366370,24OCT2018,N,2,Mandataire,Entreprise
130271,760626,5014745-3657144,09DEC1993,Y,2,Signataire,Particulier
556839,717476,7718433-9790632,12JUL1983,Y,1,Beneficiaire,Joint
701761,554197,7626978-9323619,28APR1981,Y,1,Signataire,Entreprise
266931,925622,2813543-7417985,14FEB2019,Y,2,Signataire,Entreprise
195563,773045,7501626-4101792,22AUG1996,N,2,Beneficiaire,Entreprise
575682,457455,3640889-7208460,23DEC1993,Y,1,Detenteur,Particulier
855408,101343,1807780-7474950,28AUG1999,Y,5,Mandataire,Trust
973074,303547,5970190-4816534,09MAR1996,Y,2,Detenteur,Association
934328,660384,7672565-4654579,10APR1999,N,5,Signataire,Joint
740632,997734,7802999-8175669,11FEB2003,Y,2,Signataire,Particulier
356355,190400,8289425-2945931,03MAY2000,Y,2,Detenteur,Joint
743937,749253,5123584-5951043,18MAY2002,Y,4,Signataire,Particulier
491738,838761,7636992-2695038,05FEB1995,Y,2,Mandataire,Entreprise
912764,669488,7154919-1698108,02FEB2014,Y,1,Mandataire,Trust
608136,757193,5013879-5606980,24SEP1999,Y,2,Beneficiaire,Entreprise
588461,813145,9679860-6779998,03OCT1985,N,5,Mandataire,Entreprise
220944,373903,3995870-5453786,18SEP1981,Y,1,Signataire,Joint
989227,964226,8628891-2538024,23SEP2009,Y,4,Detenteur,Particulier
326895,874483,9123504-5638893,02JUL2012,Y,3,Beneficiaire,Particulier
114768,872399,6655803-5949685,20JUN2005,Y,1,Mandataire,Entreprise
251195,888795,7682298-2290796,04JUN1993,Y,4,Mandataire,Association
580728,884229,2424426-2603516,02SEP2002,Y,1,Signataire,Particulier
110644,641722,4205394-2436347,29OCT1990,Y,2,Signataire,Association
373668,992247,6284972-7592651,07JUN2011,N,2,Beneficiaire,Joint
251716,236306,5205279-3927575,06DEC1984,Y,2,Detenteur,Entreprise
813449,740725,2993318-3158613,03MAY1984,Y,1,Beneficiaire,Association
468154,862712,3477824-4963933,11AUG1984,Y,4,Mandataire,Entreprise
423241,566339,7038413-5525929,01AUG1984,Y,2,Mandataire,Trust
438334,843788,4782763-6805303,11APR2003,N,1,Detenteur,Joint
171734,656278,1142182-3753418,28SEP1999,Y,4,Mandataire,Entreprise
109585,329344,9484790-8650572,27SEP1996,Y,2,Signataire,Trust
432441,603110,6851946-5587856,28NOV1992,Y,4,Signataire,Trust
436241,732512,4369728-9036449,03FEB1994,Y,4,Signataire,Joint
313446,380028,3198037-5832327,27AUG1999,N,3,Signataire,Particulier
267914,447067,8153291-8751982,26MAY1990,Y,1,Mandataire,Entreprise
718836,188868,3247270-6254384,15APR1985,Y,1,Detenteur,Entreprise
514463,728437,1919088-1128967,03MAR1989,Y,1,Mandataire,Entreprise
256445,950544,6097514-2429098,18FEB1991,Y,2,Signataire,Association
385192,649300,2071594-5411563,14DEC2011,N,1,Detenteur,Trust
836038,675914,8899184-4664338,05MAR2014,Y,3,Detenteur,Association
427040,459731,8639213-4470657,17MAY2003,Y,2,Signataire,Particulier
176577,147489,8108462-6780235,02JUN2011,Y,2,Detenteur,Particulier
170674,132938,6543670-2188789,23JAN2003,Y,2,Signataire,Entreprise
275377,186686,1517756-4699871,06FEB1993,Y,1,Mandataire,Association
480211,423869,4024309-4593556,30APR1995,N,4,Signataire,Entreprise
571145,638289,3472100-8339571,11FEB1984,N,2,Mandataire,Trust
216242,977330,9385742-9993490,26SEP1980,Y,3,Mandataire,Entreprise
810526,673149,3650391-2239197,25OCT1999,N,1,Beneficiaire,Trust
925013,449709,5086407-3112652,20APR2015,Y,1,Detenteur,Association
423528,621530,1388833-2510773,21AUG1997,Y,1,Mandataire,Entreprise
917411,205896,5799841-9986438,25JUN2019,Y,4,Signataire,Joint
351083,160738,5041154-2321324,04NOV1983,Y,1,Detenteur,Association
803281,613261,9853588-6258048,11OCT2006,Y,1,Signataire,Association
507746,452457,7783308-3768991,13SEP2017,Y,1,Mandataire,Association
541557,414313,9124053-2290526,13MAR1996,Y,1,Mandataire,Trust
195656,972176,2432176-2564141,16MAY1999,Y,2,Beneficiaire,Entreprise
625119,881667,6802559-1900876,19MAY1984,Y,2,Detenteur,Joint
207573,845957,9655523-3091745,14OCT1992,Y,1,Mandataire,Joint
628373,403314,4928578-6350316,26NOV2005,Y,1,Beneficiaire,Entreprise
798435,877722,3946849-3003921,26JUL1980,Y,2,Detenteur,Entreprise
631219,400404,9406206-7969792,31DEC1998,Y,1,Detenteur,Association
959926,282313,1521470-7784575,02MAY2018,Y,3,Mandataire,Particulier
662445,442622,7555386-2109227,29NOV1993,Y,5,Mandataire,Particulier
723939,171262,4946066-7774229,18MAY1985,N,1,Mandataire,Association
286340,864234,1030163-7569981,28FEB2018,N,1,Detenteur,Entreprise
986088,561694,2672884-9823994,02NOV2020,Y,1,Mandataire,Trust
438548,968581,5757902-6666591,20JUL2004,Y,2,Signataire,Joint
955374,117445,7180018-6557278,23MAR2010,Y,4,Signataire,Association
359295,309044,1341919-3556551,13SEP1990,Y,3,Detenteur,Association
364742,600935,2914064-2096280,22DEC1997,Y,2,Detenteur,Entreprise
336047,810614,4468370-5514473,24MAR2009,Y,4,Detenteur,Particulier
186702,624139,8279795-6557798,19MAY2005,N,1,Detenteur,Association
122977,254887,3376537-2860938,20DEC2017,Y,1,Beneficiaire,Particulier
990429,459743,2834801-3757404,20MAR2013,Y,4,Mandataire,Association
669408,690882,1552000-4009069,23FEB2018,Y,1,Mandataire,Association
823846,362246,8664433-6068760,07DEC1988,N,1,Signataire,Particulier
641590,492073,1942977-9644791,03JUL2015,Y,4,Beneficiaire,Association
714590,371393,2258076-1365746,22NOV1982,Y,5,Signataire,Entreprise
788637,605612,4762204-2815603,15SEP1995,N,1,Beneficiaire,Particulier
116495,106933,9929043-7901115,13JUL1980,Y,2,Beneficiaire,Association
986827,943671,7136687-2515030,20JUN2015,Y,1,Beneficiaire,Association
263137,265056,1834876-2368710,16MAR1992,Y,2,Signataire,Trust
431535,888387,2217071-1156287,22JUL2000,Y,1,Detenteur,Particulier
143195,965322,1476028-2362693,14JAN1982,N,2,Beneficiaire,Entreprise
974224,100425,6098175-5813613,05JUN1989,Y,4,Beneficiaire,Trust
448354,982495,7373495-6528792,30SEP1999,Y,2,Mandataire,Joint
317220,714867,4623062-4909069,27SEP1994,Y,1,Detenteur,Joint
332120,779112,2060605-8789116,16OCT2020,Y,1,Signataire,Particulier
891062,664058,8944327-5042775,05FEB2018,Y,1,Mandataire,Trust
860242,902674,2893218-1540516,23APR2016,Y,3,Detenteur,Entreprise
