party_key,account_key,account_num,trx_date,amount,branch,sign,transaction_type,transaction_type_desc,account_type_desc
161483,272634,7358113-1036161,18DEC2023,328.46,815552,+,SIC:VMW,Transfert Internet,Joint
718213,865470,7442986-6897789,08MAR2024,14.33,818359,-,SIC:VMW,Transfert Internet,Entreprise
743937,749253,5123584-5951043,27APR2021,91.3,816514,+,SIC:VMW,Transfert Internet,Particulier
743937,749253,5123584-5951043,10JAN2020,2.08,816635,+,SIC:DPT,Paiement facture,Particulier
373668,992247,6284972-7592651,12OCT2025,27.44,815506,-,SIC:ATM,Retrait ATM,Joint
982554,769987,9517169-4337174,22JUN2025,4.56,812824,-,SIC:DPT,Paiement facture,Association
663750,323508,9487336-5449324,07MAY2023,190.05,812824,+,SIC:POS,Achat POS,Entreprise
404309,502810,8015136-5165284,01FEB2022,19.13,812824,+,SIC:CHQ,Cheque,Association
734836,551096,2663938-2919549,20MAR2022,260.57,812519,-,SIC:CHQ,Cheque,Trust
797860,717558,3941912-7348231,22MAY2021,3.82,812824,+,SIC:POS,Achat POS,Entreprise
426147,213349,1430812-6233774,21OCT2022,200.58,817924,+,SIC:DPT,Paiement facture,Trust
683390,516656,6471499-5633880,20OCT2024,1504.14,811488,-,SIC:DPT,Paiement facture,Association
207570,112861,5770422-8875173,21MAR2021,214.44,817201,-,SIC:VMW,Transfert Internet,Particulier
944565,162241,6885707-9930189,26JUL2021,9.71,815552,+,SIC:POS,Achat POS,Joint
305837,765905,5604524-3100009,23MAR2022,8.7,819928,+,SIC:CHQ,Cheque,Association
690984,249005,4158036-9258194,20SEP2024,85.72,815506,+,SIC:VMW,Transfert Internet,Particulier
361805,253347,6403886-5153279,17MAY2025,98.63,814257,+,SIC:CHQ,Cheque,Trust
662445,442622,7555386-2109227,22JUL2025,487.43,816925,+,SIC:CHQ,Cheque,Particulier
642717,573417,3030113-5159166,17AUG2025,37.22,812139,-,SIC:CHQ,Cheque,Association
552248,173372,6539837-6266630,22JUN2021,16.93,812679,-,SIC:VMW,Transfert Internet,Association
209627,409783,7978909-2440404,29SEP2021,272.0,812824,-,SIC:VMW,Transfert Internet,Joint
380310,933551,7658817-2325722,01AUG2020,14.73,818359,+,SIC:ATM,Retrait ATM,Association
274971,613426,5845843-3353785,02FEB2020,77.21,819928,+,SIC:DDI,Depot Especes,Association
446337,852204,8925622-2686863,22OCT2024,18.32,817912,-,SIC:VMW,Transfert Internet,Association
276405,868367,6908535-3839807,18OCT2022,68.26,819935,-,SIC:POS,Achat POS,Entreprise
949884,815054,6361793-6828829,10OCT2022,37.74,815552,+,SIC:POS,Achat POS,Joint
432441,603110,6851946-5587856,26FEB2021,240.5,812519,-,SIC:VMW,Transfert Internet,Trust
471136,325146,4139874-5613428,01SEP2021,28.14,812424,+,SIC:DPT,Paiement facture,Particulier
660069,128276,7610562-1454696,26FEB2022,24.56,815552,+,SIC:VMW,Transfert Internet,Trust
982554,769987,9517169-4337174,07JAN2021,671.12,813615,+,SIC:DPT,Paiement facture,Association
274446,827712,6024207-1485654,05AUG2022,40.26,815552,+,SIC:ATM,Retrait ATM,Joint
933456,120478,7417252-7024901,15OCT2024,10.68,817873,+,SIC:DPT,Paiement facture,Joint
595002,133276,5816582-7859648,23FEB2023,343.13,816925,+,SIC:DPT,Paiement facture,Joint
885408,665621,1873851-6871360,13JUL2020,141.16,812824,+,SIC:POS,Achat POS,Particulier
397571,640490,6623525-2566777,10AUG2023,2493.77,816514,+,SIC:ATM,Retrait ATM,Joint
416422,250219,9745141-4708481,16FEB2021,11.35,811434,-,SIC:DPT,Paiement facture,Association
831063,681028,5450404-5723173,01OCT2023,18.62,812679,-,SIC:POS,Achat POS,Trust
629990,784793,9304216-7864135,17JUN2021,61.79,812139,-,SIC:POS,Achat POS,Trust
162535,273982,6160869-5842082,06DEC2025,27.52,819279,-,SIC:VMW,Transfert Internet,Trust
491738,838761,7636992-2695038,22APR2024,42.92,812679,+,SIC:POS,Achat POS,Entreprise
826353,516791,2347467-6512415,07MAY2021,52.89,813045,-,SIC:VMW,Transfert Internet,Joint
332360,524045,5081983-6137284,30DEC2024,58.01,814657,-,SIC:ATM,Retrait ATM,Association
501058,570325,7333337-7302286,05NOV2023,23.48,816514,-,SIC:VMW,Transfert Internet,Joint
704596,299312,5273534-1744682,25DEC2025,108.48,815506,+,SIC:CHQ,Cheque,Joint
203398,941814,8876742-6372622,31OCT2022,74.86,811750,-,SIC:ATM,Retrait ATM,Particulier
216242,977330,9385742-9993490,23NOV2023,27.82,813547,-,SIC:DDI,Depot Especes,Entreprise
656711,460455,8138769-6549757,21NOV2024,1291.91,816574,-,SIC:ATM,Retrait ATM,Joint
871476,668532,2022698-6261415,30MAR2020,1438.16,814257,-,SIC:VMW,Transfert Internet,Association
238741,778818,3905824-1141997,01APR2023,58.7,815506,-,SIC:DDI,Depot Especes,Joint
501058,570325,7333337-7302286,18FEB2022,13.97,817924,+,SIC:ATM,Retrait ATM,Joint
947458,664315,9111742-8799287,04OCT2025,75.75,811520,+,SIC:ATM,Retrait ATM,Joint
108454,829386,6764217-3023227,22APR2024,340.55,813615,+,SIC:DPT,Paiement facture,Trust
409898,777558,1915518-5015476,27APR2022,35.71,811520,-,SIC:ATM,Retrait ATM,Trust
263137,265056,1834876-2368710,06FEB2020,138.94,812519,+,SIC:POS,Achat POS,Trust
588461,813145,9679860-6779998,20NOV2025,4.37,814811,+,SIC:DPT,Paiement facture,Entreprise
648913,478120,2135470-9825812,02MAY2021,9.69,815506,-,SIC:DPT,Paiement facture,Trust
527940,393328,1548888-7216461,09JUN2020,26.41,814257,-,SIC:DPT,Paiement facture,Joint
389666,910208,7961578-6702160,30JUL2020,42.51,819279,-,SIC:VMW,Transfert Internet,Joint
993085,357420,2453962-5679639,29DEC2025,24.43,813045,+,SIC:ATM,Retrait ATM,Association
427730,547494,6243275-5276341,20FEB2024,18.4,816925,-,SIC:DPT,Paiement facture,Particulier
789786,969752,5487028-1485753,01JUL2021,14.81,818527,+,SIC:DDI,Depot Especes,Joint
138551,929130,7031903-2425760,12FEB2020,14.6,814811,-,SIC:DPT,Paiement facture,Entreprise
642717,573417,3030113-5159166,24DEC2021,18.75,811409,-,SIC:ATM,Retrait ATM,Association
923975,649939,6347476-7984768,11MAR2021,43.94,815803,+,SIC:POS,Achat POS,Entreprise
238394,505629,8060918-7130603,20NOV2022,17.27,819785,-,SIC:VMW,Transfert Internet,Particulier
629990,784793,9304216-7864135,16DEC2024,9.11,814257,+,SIC:POS,Achat POS,Trust
693128,626797,6395626-7515956,07JUN2024,54.43,814811,-,SIC:CHQ,Cheque,Association
966120,181670,7254683-3003215,18FEB2024,68.03,816514,+,SIC:VMW,Transfert Internet,Entreprise
889882,778324,4206183-5800144,24FEB2025,16.82,811488,+,SIC:CHQ,Cheque,Joint
904214,699929,7989166-1508113,08JAN2022,84.83,811409,+,SIC:VMW,Transfert Internet,Joint
246566,147549,1624315-6106390,02JUN2024,51.93,812535,+,SIC:DDI,Depot Especes,Association
280222,940247,8719145-7070880,12OCT2024,259.13,813045,-,SIC:DDI,Depot Especes,Entreprise
111060,203396,5340909-4724560,27NOV2025,9.14,811750,-,SIC:ATM,Retrait ATM,Trust
540869,797229,7361002-3919694,12FEB2021,30.94,811409,+,SIC:DDI,Depot Especes,Association
198907,201639,8231838-6944126,28JUN2020,9.8,814733,+,SIC:VMW,Transfert Internet,Particulier
933456,120478,7417252-7024901,25FEB2020,6.28,812824,-,SIC:DDI,Depot Especes,Joint
685196,412999,4772642-5993143,18OCT2023,147.22,813286,+,SIC:CHQ,Cheque,Trust
497700,963355,4853123-5152562,24DEC2024,3.6,817873,+,SIC:VMW,Transfert Internet,Entreprise
507746,452457,7783308-3768991,25SEP2022,29.48,815803,+,SIC:ATM,Retrait ATM,Association
947458,664315,9111742-8799287,19MAY2021,68.68,815506,+,SIC:DPT,Paiement facture,Joint
117500,715895,2133008-1231415,24FEB2021,169.24,816574,+,SIC:VMW,Transfert Internet,Trust
145814,530816,7111929-4985095,08APR2020,31.73,813615,+,SIC:POS,Achat POS,Entreprise
207573,845957,9655523-3091745,20MAR2023,3.63,812291,+,SIC:POS,Achat POS,Joint
475876,493049,8225725-3442255,05APR2021,37.25,819935,+,SIC:DPT,Paiement facture,Entreprise
840734,324345,2077581-7960328,03JAN2024,51.13,818359,+,SIC:DDI,Depot Especes,Trust
940181,734035,3321942-5194357,26JUN2020,27.47,811488,+,SIC:DPT,Paiement facture,Association
408857,963918,9058573-4349987,12JAN2022,142.56,817912,-,SIC:POS,Achat POS,Joint
408857,963918,9058573-4349987,20MAY2023,28.47,819928,+,SIC:DDI,Depot Especes,Joint
274971,613426,5845843-3353785,15JAN2023,42.31,817201,+,SIC:DPT,Paiement facture,Association
143195,965322,1476028-2362693,08NOV2020,687.9,817912,-,SIC:VMW,Transfert Internet,Entreprise
339220,473095,7298619-8245206,04AUG2023,17.15,813547,-,SIC:CHQ,Cheque,Particulier
678727,899929,7328534-8639414,02OCT2020,8.49,815552,-,SIC:DPT,Paiement facture,Association
731650,433674,4706007-2746679,15AUG2021,63.84,812424,+,SIC:CHQ,Cheque,Entreprise
404309,502810,8015136-5165284,15DEC2023,90.39,815552,+,SIC:CHQ,Cheque,Association
328552,587623,5299055-7189034,27SEP2023,102.08,813045,-,SIC:CHQ,Cheque,Entreprise
266931,925622,2813543-7417985,10SEP2024,16.6,812584,-,SIC:ATM,Retrait ATM,Entreprise
612262,363319,1852264-2548511,31JUL2022,291.09,815333,-,SIC:ATM,Retrait ATM,Particulier
966120,181670,7254683-3003215,17JUN2022,48.01,819279,+,SIC:VMW,Transfert Internet,Entreprise
242239,918430,9796063-1485669,11MAR2020,9362.04,816514,-,SIC:DDI,Depot Especes,Particulier
274446,827712,6024207-1485654,01SEP2020,108.49,811106,-,SIC:VMW,Transfert Internet,Joint
491738,838761,7636992-2695038,22APR2023,5.56,816881,-,SIC:CHQ,Cheque,Entreprise
489933,233096,5509119-2980663,20SEP2022,4.29,814811,+,SIC:VMW,Transfert Internet,Trust
626195,912617,8912226-2044906,25APR2021,139.75,816925,+,SIC:POS,Achat POS,Association
638169,722503,2829622-8583392,17APR2020,34.74,815552,+,SIC:POS,Achat POS,Association
246566,147549,1624315-6106390,10MAR2021,51.87,814657,+,SIC:ATM,Retrait ATM,Association
337547,244247,3599548-2294615,09OCT2021,91.05,811106,+,SIC:VMW,Transfert Internet,Association
314181,802258,6271130-5004485,11NOV2020,9830.24,816574,+,SIC:VMW,Transfert Internet,Trust
288073,872343,6573147-7907400,08APR2025,2.24,812139,-,SIC:DPT,Paiement facture,Joint
642717,573417,3030113-5159166,09APR2025,7.85,818359,+,SIC:POS,Achat POS,Association
810526,673149,3650391-2239197,24FEB2020,15.49,817912,+,SIC:POS,Achat POS,Trust
840734,324345,2077581-7960328,11MAY2020,61.29,811488,-,SIC:DDI,Depot Especes,Trust
862400,545120,2324175-8224389,11JUN2024,35.9,812291,-,SIC:CHQ,Cheque,Association
642717,573417,3030113-5159166,22NOV2022,32.97,812519,+,SIC:VMW,Transfert Internet,Association
487477,398830,3646552-8351517,01OCT2024,76.31,814257,-,SIC:ATM,Retrait ATM,Association
845702,360276,6968373-7647878,26MAR2024,3.01,812424,-,SIC:CHQ,Cheque,Joint
842776,319832,8356053-5887726,17AUG2020,8.31,811488,-,SIC:ATM,Retrait ATM,Trust
876962,763928,1514340-2539438,12NOV2020,9.68,814527,+,SIC:POS,Achat POS,Trust
630538,778998,6724909-1212267,17JUL2024,129.38,811520,+,SIC:DPT,Paiement facture,Particulier
197584,725920,6443037-7463219,03OCT2024,44.05,812679,+,SIC:DPT,Paiement facture,Particulier
561999,584106,5727345-7406756,06OCT2023,23.63,819928,+,SIC:DDI,Depot Especes,Entreprise
492292,510133,8768911-9396422,24SEP2020,4.82,812824,-,SIC:DPT,Paiement facture,Trust
194511,409445,6481437-7970985,07FEB2022,20.2,819785,-,SIC:VMW,Transfert Internet,Association
711868,603787,3860717-9795159,07JAN2023,254.8,816635,-,SIC:ATM,Retrait ATM,Entreprise
736553,940886,6910964-4674286,04JUN2025,74.36,814611,+,SIC:DPT,Paiement facture,Entreprise
620526,463546,9774573-9677559,04FEB2020,165.12,811750,+,SIC:CHQ,Cheque,Entreprise
722937,631699,7450545-8763013,10AUG2025,55.89,811750,+,SIC:DPT,Paiement facture,Trust
530749,906527,7869154-2237331,14JUN2021,11.5,812679,+,SIC:POS,Achat POS,Trust
555292,264735,1898516-2698824,24AUG2025,3.65,814733,+,SIC:ATM,Retrait ATM,Trust
663750,323508,9487336-5449324,14APR2024,1001.08,815506,+,SIC:VMW,Transfert Internet,Entreprise
471136,325146,4139874-5613428,11MAR2025,18.02,819785,+,SIC:POS,Achat POS,Particulier
489933,233096,5509119-2980663,06AUG2022,210.32,812291,-,SIC:POS,Achat POS,Trust
239816,940346,8795419-9910914,21OCT2021,146.48,812519,-,SIC:POS,Achat POS,Association
265613,526673,8980915-9010256,13NOV2025,48.4,818359,+,SIC:VMW,Transfert Internet,Joint
399279,777273,1992583-2500901,20OCT2023,548.18,818527,-,SIC:CHQ,Cheque,Entreprise
550797,216276,5752087-9164342,12JUN2020,14.8,814733,-,SIC:VMW,Transfert Internet,Entreprise
734210,320861,6752576-4415796,05MAY2022,5.43,811711,+,SIC:VMW,Transfert Internet,Association
660069,128276,7610562-1454696,30JUL2025,92.44,812824,+,SIC:DPT,Paiement facture,Trust
699544,676363,9236745-3576811,23DEC2020,3.3,814527,+,SIC:DPT,Paiement facture,Particulier
208998,315161,9888812-4995789,23OCT2021,6.75,816635,+,SIC:DDI,Depot Especes,Entreprise
385470,624783,9284509-8344375,18OCT2020,60.46,814733,+,SIC:CHQ,Cheque,Joint
501574,344907,7891662-1732280,14NOV2022,242.84,813547,-,SIC:VMW,Transfert Internet,Trust
162535,273982,6160869-5842082,22MAY2021,11.25,812674,+,SIC:DPT,Paiement facture,Trust
662761,108574,2803501-8229768,30JUN2024,92.86,818527,-,SIC:VMW,Transfert Internet,Trust
810526,673149,3650391-2239197,10DEC2024,23.58,818527,-,SIC:DPT,Paiement facture,Trust
116495,106933,9929043-7901115,07DEC2020,39.32,812519,+,SIC:POS,Achat POS,Association
592972,145649,7490791-7262974,23JUN2020,88.69,813045,+,SIC:VMW,Transfert Internet,Particulier
198042,524965,7362994-7327855,02FEB2020,67.33,812679,+,SIC:VMW,Transfert Internet,Entreprise
328552,587623,5299055-7189034,23JUN2024,217.78,814811,+,SIC:CHQ,Cheque,Entreprise
422623,935457,1447065-8962302,17JAN2021,75.63,814527,-,SIC:CHQ,Cheque,Particulier
400614,117975,9425786-8223819,22MAR2021,64.48,814150,+,SIC:CHQ,Cheque,Particulier
829417,733760,4431161-7654381,09NOV2024,10.91,818359,+,SIC:DPT,Paiement facture,Trust
713762,557058,9249789-2530793,14JUN2025,38.19,812139,+,SIC:DPT,Paiement facture,Joint
853258,434827,6794356-7689354,04FEB2025,33.68,817912,-,SIC:VMW,Transfert Internet,Joint
245939,764100,6080688-5060441,24MAY2022,13.4,815506,-,SIC:CHQ,Cheque,Trust
280222,940247,8719145-7070880,12SEP2020,46.08,811106,-,SIC:CHQ,Cheque,Entreprise
999138,137081,8035849-4766741,24MAY2022,413.67,811409,-,SIC:POS,Achat POS,Joint
611233,322423,6952975-5334434,28SEP2024,101.63,819785,+,SIC:VMW,Transfert Internet,Association
731894,852524,8149041-3795835,10OCT2020,23.13,813286,+,SIC:POS,Achat POS,Particulier
704596,299312,5273534-1744682,23JAN2025,4.82,817224,+,SIC:DPT,Paiement facture,Joint
789786,969752,5487028-1485753,23JAN2022,119.74,813286,-,SIC:CHQ,Cheque,Joint
766563,974628,7120868-3728882,01NOV2023,6.18,817873,+,SIC:DPT,Paiement facture,Particulier
440839,794395,9025733-9816043,12SEP2024,44.91,812584,-,SIC:VMW,Transfert Internet,Trust
445705,199096,7485471-5767195,24NOV2024,1032.88,815803,-,SIC:DDI,Depot Especes,Joint
400614,117975,9425786-8223819,24MAR2022,27.4,817201,-,SIC:VMW,Transfert Internet,Particulier
373668,992247,6284972-7592651,19AUG2023,11.28,814150,-,SIC:POS,Achat POS,Joint
361736,218959,1434753-4121368,20JUL2023,9895.6,817912,+,SIC:DPT,Paiement facture,Joint
949884,815054,6361793-6828829,10APR2021,956.77,812291,+,SIC:ATM,Retrait ATM,Joint
954596,854213,9468772-8159521,16JAN2020,73.36,812424,-,SIC:POS,Achat POS,Entreprise
745239,105506,2329187-1318832,03FEB2021,42.35,812139,-,SIC:CHQ,Cheque,Association
949884,815054,6361793-6828829,11NOV2021,14.39,814582,+,SIC:VMW,Transfert Internet,Joint
494763,992952,6850369-8700708,28FEB2020,68.24,811106,-,SIC:DDI,Depot Especes,Association
245939,764100,6080688-5060441,21MAY2023,65.74,812519,-,SIC:DDI,Depot Especes,Trust
743937,749253,5123584-5951043,06AUG2025,62.56,814527,+,SIC:DPT,Paiement facture,Particulier
286340,864234,1030163-7569981,13DEC2023,70.41,815552,-,SIC:DPT,Paiement facture,Entreprise
108454,829386,6764217-3023227,09APR2021,232.6,814527,+,SIC:VMW,Transfert Internet,Trust
525110,819400,9430894-6217344,28OCT2021,681.3,813615,+,SIC:POS,Achat POS,Joint
426147,213349,1430812-6233774,26NOV2024,56.8,815803,-,SIC:DDI,Depot Especes,Trust
829988,384815,3303058-2832517,24DEC2020,156.51,812679,+,SIC:DDI,Depot Especes,Entreprise
116495,106933,9929043-7901115,11AUG2024,311.08,812139,-,SIC:ATM,Retrait ATM,Association
540869,797229,7361002-3919694,12FEB2021,41.66,812519,-,SIC:DDI,Depot Especes,Association
573869,423284,8773665-5446095,02APR2023,15.4,814582,+,SIC:CHQ,Cheque,Joint
487477,398830,3646552-8351517,09APR2024,92.03,816514,-,SIC:DPT,Paiement facture,Association
742848,434002,3726331-7592683,15MAR2025,55.0,813045,-,SIC:POS,Achat POS,Association
527940,393328,1548888-7216461,09JUN2024,9374.27,814811,-,SIC:DPT,Paiement facture,Joint
553633,627290,1929673-3083077,19DEC2022,99.34,816574,-,SIC:DDI,Depot Especes,Entreprise
858414,122827,7642917-5269083,25AUG2024,10.8,811409,+,SIC:DPT,Paiement facture,Association
290556,152727,5364698-7360307,26OCT2025,57.94,811711,+,SIC:VMW,Transfert Internet,Joint
631219,400404,9406206-7969792,27OCT2024,307.39,817924,+,SIC:POS,Achat POS,Association
946305,785743,9874152-1131249,30MAY2024,158.69,816635,+,SIC:POS,Achat POS,Particulier
803787,768480,7815076-7095349,18MAY2024,62.41,811488,+,SIC:DPT,Paiement facture,Particulier
116495,106933,9929043-7901115,19OCT2025,102.82,814811,+,SIC:VMW,Transfert Internet,Association
458411,278368,7299138-3699529,27AUG2025,82.98,816635,-,SIC:POS,Achat POS,Joint
736553,940886,6910964-4674286,01DEC2022,38.9,811520,-,SIC:VMW,Transfert Internet,Entreprise
838253,406849,5854206-5485272,16JAN2021,101.72,815552,+,SIC:ATM,Retrait ATM,Entreprise
917411,205896,5799841-9986438,18SEP2021,34.25,811409,-,SIC:ATM,Retrait ATM,Joint
845702,360276,6968373-7647878,18NOV2020,251.77,811409,-,SIC:VMW,Transfert Internet,Joint
335552,945742,4340845-3472189,01FEB2025,16.93,814733,+,SIC:VMW,Transfert Internet,Association
840734,324345,2077581-7960328,27JUN2022,2.28,812584,-,SIC:POS,Achat POS,Trust
568436,890371,5479421-6530194,28MAR2024,72.13,817201,+,SIC:DDI,Depot Especes,Joint
966120,181670,7254683-3003215,11AUG2021,51.19,819785,-,SIC:DDI,Depot Especes,Entreprise
207391,871740,5152891-5994727,30MAR2021,228.21,811711,+,SIC:VMW,Transfert Internet,Joint
220351,671015,4771676-3499627,02MAR2023,97.43,811488,+,SIC:CHQ,Cheque,Particulier
498858,600149,1098919-6901533,20JAN2024,254.14,814582,+,SIC:CHQ,Cheque,Association
389666,910208,7961578-6702160,30MAR2020,131.24,812674,-,SIC:DDI,Depot Especes,Joint
911102,985885,6212643-6491198,11MAY2022,93.52,813615,-,SIC:POS,Achat POS,Joint
263137,265056,1834876-2368710,20JAN2025,19.23,811488,+,SIC:VMW,Transfert Internet,Trust
249077,705474,5508325-7949543,08MAY2020,30.79,818359,-,SIC:CHQ,Cheque,Trust
862560,738457,9854536-8101036,21JAN2020,12.88,812139,+,SIC:DDI,Depot Especes,Joint
911102,985885,6212643-6491198,28FEB2022,51.92,812584,+,SIC:ATM,Retrait ATM,Joint
553633,627290,1929673-3083077,16SEP2021,52.91,811106,+,SIC:VMW,Transfert Internet,Entreprise
386488,230521,7174337-8330827,30APR2020,25.81,814811,+,SIC:POS,Achat POS,Trust
575682,457455,3640889-7208460,02JUN2021,253.24,816514,+,SIC:DDI,Depot Especes,Particulier
982554,769987,9517169-4337174,28NOV2023,57.03,813045,+,SIC:POS,Achat POS,Association
831063,681028,5450404-5723173,23JUL2025,195.88,817924,-,SIC:DPT,Paiement facture,Trust
430926,425138,9646701-7681090,09DEC2021,16.13,816925,+,SIC:CHQ,Cheque,Particulier
667851,463251,1160974-6620658,25FEB2021,83.5,814733,-,SIC:VMW,Transfert Internet,Joint
116495,106933,9929043-7901115,23APR2022,18.01,812674,+,SIC:CHQ,Cheque,Association
452713,631958,9551583-9931180,01OCT2024,16.59,814257,-,SIC:ATM,Retrait ATM,Trust
266931,925622,2813543-7417985,16MAR2021,13.82,815552,+,SIC:DPT,Paiement facture,Entreprise
826353,516791,2347467-6512415,11MAR2024,16.66,814657,+,SIC:DDI,Depot Especes,Joint
757694,255061,5326615-6364506,25SEP2025,31.85,811434,-,SIC:DPT,Paiement facture,Particulier
543555,830429,9164991-3597059,12DEC2025,47.26,811409,+,SIC:DPT,Paiement facture,Association
628373,403314,4928578-6350316,24OCT2024,8.68,815557,+,SIC:VMW,Transfert Internet,Entreprise
108491,693419,1822825-9333700,02MAR2024,30.95,814733,+,SIC:DDI,Depot Especes,Entreprise
204180,818987,7162857-7017548,28JUL2023,52.09,816925,+,SIC:CHQ,Cheque,Particulier
491738,838761,7636992-2695038,10AUG2023,89.13,816881,+,SIC:DPT,Paiement facture,Entreprise
220351,671015,4771676-3499627,19MAY2022,25.58,812679,-,SIC:POS,Achat POS,Particulier
128783,505343,1833006-3733132,02NOV2020,17.23,816635,-,SIC:CHQ,Cheque,Entreprise
723939,171262,4946066-7774229,17NOV2024,1036.4,814611,+,SIC:DDI,Depot Especes,Association
878325,861894,3592464-7960607,16JUL2025,52.35,814257,+,SIC:DDI,Depot Especes,Association
822040,238320,6064462-3667199,28JAN2025,31.7,814611,-,SIC:VMW,Transfert Internet,Particulier
733039,362529,1433940-2532210,28MAR2020,10.46,813045,-,SIC:ATM,Retrait ATM,Joint
838253,406849,5854206-5485272,20JAN2020,120.2,819928,+,SIC:CHQ,Cheque,Entreprise
731661,260295,2264218-3972018,31MAY2020,6.29,817224,+,SIC:POS,Achat POS,Association
440839,794395,9025733-9816043,07MAR2020,97.73,812679,-,SIC:CHQ,Cheque,Trust
641922,939333,3473761-3017994,17MAY2023,182.47,814257,+,SIC:DPT,Paiement facture,Entreprise
766563,974628,7120868-3728882,27JUN2024,10.44,814733,+,SIC:ATM,Retrait ATM,Particulier
628373,403314,4928578-6350316,11JUL2020,280.19,815803,-,SIC:CHQ,Cheque,Entreprise
540869,797229,7361002-3919694,12MAY2021,599.49,818527,+,SIC:VMW,Transfert Internet,Association
910075,523808,9633492-1019311,14JUL2020,41.84,812424,+,SIC:DPT,Paiement facture,Trust
491439,827120,3371602-9570219,19NOV2024,400.43,813286,+,SIC:DPT,Paiement facture,Association
982554,769987,9517169-4337174,21JAN2020,30.15,815012,+,SIC:DDI,Depot Especes,Association
659951,350786,6192009-8868776,29MAR2021,1.76,817873,+,SIC:DPT,Paiement facture,Association
944565,162241,6885707-9930189,03APR2024,107.49,811520,-,SIC:ATM,Retrait ATM,Joint
680493,163946,7494562-9767475,02MAR2025,9119.78,814611,-,SIC:ATM,Retrait ATM,Association
516224,766275,3078241-1512765,19AUG2024,309.71,819785,+,SIC:DDI,Depot Especes,Entreprise
813884,827356,7739741-1650662,07NOV2025,64.15,817224,+,SIC:CHQ,Cheque,Entreprise
276405,868367,6908535-3839807,30JUN2025,3455.91,814611,-,SIC:CHQ,Cheque,Entreprise
797860,717558,3941912-7348231,14JUL2022,165.13,814733,+,SIC:DDI,Depot Especes,Entreprise
487477,398830,3646552-8351517,16DEC2023,44.81,819279,-,SIC:POS,Achat POS,Association
305837,765905,5604524-3100009,23APR2022,19.64,814657,-,SIC:DDI,Depot Especes,Association
436241,732512,4369728-9036449,20MAY2022,9215.92,813615,+,SIC:DDI,Depot Especes,Joint
680828,341292,4694634-1120642,26OCT2023,22.31,815333,-,SIC:ATM,Retrait ATM,Entreprise
288073,872343,6573147-7907400,07JUL2023,305.96,817873,-,SIC:POS,Achat POS,Joint
465509,956401,2459332-8366370,22SEP2021,41.55,812679,-,SIC:VMW,Transfert Internet,Entreprise
667851,463251,1160974-6620658,29JAN2024,243.63,813547,-,SIC:ATM,Retrait ATM,Joint
436241,732512,4369728-9036449,11APR2022,211.78,812535,+,SIC:CHQ,Cheque,Joint
883041,194769,8280833-2651601,03NOV2021,21.64,816635,-,SIC:VMW,Transfert Internet,Trust
578975,678043,3426689-7435505,03MAR2025,12.05,812139,+,SIC:DDI,Depot Especes,Particulier
959926,282313,1521470-7784575,02MAR2025,38.42,811409,+,SIC:ATM,Retrait ATM,Particulier
359295,309044,1341919-3556551,28JAN2025,63.77,819935,-,SIC:DDI,Depot Especes,Association
195656,972176,2432176-2564141,22DEC2023,357.35,817912,+,SIC:CHQ,Cheque,Entreprise
704596,299312,5273534-1744682,11SEP2025,109.6,813547,+,SIC:DDI,Depot Especes,Joint
398384,576419,9796605-9286475,20JUL2020,19.15,814150,-,SIC:VMW,Transfert Internet,Joint
950083,873443,6882609-8183451,19APR2023,50.11,811488,-,SIC:ATM,Retrait ATM,Entreprise
246566,147549,1624315-6106390,14JUL2025,12.37,812679,-,SIC:POS,Achat POS,Association
731650,433674,4706007-2746679,16OCT2022,58.76,814811,+,SIC:DDI,Depot Especes,Entreprise
704596,299312,5273534-1744682,26DEC2022,35.34,812584,+,SIC:VMW,Transfert Internet,Joint
329659,130726,5713268-1982997,15JUL2024,441.9,812679,+,SIC:POS,Achat POS,Association
802667,836971,9831414-2567880,03JAN2023,136.05,811520,-,SIC:DPT,Paiement facture,Particulier
620526,463546,9774573-9677559,25MAR2023,4.11,819928,-,SIC:DDI,Depot Especes,Entreprise
185916,596574,2937918-6173311,28JAN2022,1.78,815803,-,SIC:POS,Achat POS,Joint
353480,589131,3055576-5487430,04JUN2023,89.16,815803,+,SIC:DPT,Paiement facture,Particulier
701761,554197,7626978-9323619,11OCT2020,151.83,818359,-,SIC:VMW,Transfert Internet,Entreprise
531709,746002,8421969-4644760,22FEB2020,189.04,815552,+,SIC:VMW,Transfert Internet,Particulier
711868,603787,3860717-9795159,16DEC2022,222.26,811520,-,SIC:DDI,Depot Especes,Entreprise
813449,740725,2993318-3158613,13DEC2023,27.71,815333,+,SIC:VMW,Transfert Internet,Association
899649,392099,4794319-8199311,19APR2025,319.21,811409,-,SIC:DPT,Paiement facture,Association
314181,802258,6271130-5004485,24JUL2022,36.91,811520,-,SIC:DDI,Depot Especes,Trust
461551,352838,2739191-6578736,13FEB2021,48.82,812139,+,SIC:CHQ,Cheque,Entreprise
802667,836971,9831414-2567880,07DEC2023,111.44,811434,-,SIC:DPT,Paiement facture,Particulier
430926,425138,9646701-7681090,01FEB2024,48.89,815557,+,SIC:DPT,Paiement facture,Particulier
855408,101343,1807780-7474950,22OCT2025,7.26,811711,+,SIC:DPT,Paiement facture,Trust
